activation_day,activation_month,activation_year,locality,latitude,longitude,type,lease_type,property_size,property_age,furnishing,facing,floor,total_floor,building_type,water_supply,negotiable,cup_board,balconies,parking,bathroom,gym,lift,swimming_pool,internet,ac,club,intercom,cpa,fs,servant,security,sc,gp,park,rwh,stp,hk,pb,vp,rent
23,4,2018,Yemalur,12.94648805,77.68229649,2.0,4,1100,3.0,2,5.0,5.0,5.0,1,2,0,4.0,3.0,3,2.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,24000.0
12,11,2017,Banashankari 3rd Stage,12.92313809,77.55359156,2.0,2,1925,20.0,1,0.0,0.0,2.0,3,2,1,2.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,22000.0
18,4,2018,Kaggadasapura,12.9805361,77.68034911,2.0,2,720,10.0,1,0.0,1.0,2.0,1,2,0,2.0,2.0,3,2.0,0,1,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,14500.0
27,10,2017,Vannarpet,12.9563964,77.6193489,2.0,2,700,10.0,1,0.0,2.0,2.0,3,1,1,2.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,13000.0
1,10,2018,C V Raman Nagar,12.97249497,77.66166053,2.0,4,900,5.0,1,1.0,2.0,3.0,3,1,1,3.0,0.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,17000.0
22,6,2018,Marathahalli,12.96164726,77.71109799,6.0,1,185,0.0,1,1.0,4.0,4.0,1,2,1,1.0,1.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,8450.0
30,10,2017,"Doddanekkundi,Doddanekkundi",12.9747819,77.7032659,2.0,2,1290,3.0,1,1.0,1.0,4.0,1,3,1,2.0,1.0,3,2.0,0,1,0,0,0,1.0,1,1.0,1,0.0,1,0,0.0,0,1.0,1.0,0,1,0.0,25000.0
19,5,2018,Basaveshwar Nagar,12.99704726,77.54503036,2.0,2,900,8.0,1,0.0,2.0,3.0,1,2,1,2.0,1.0,1,2.0,0,0,0,1,0,0.0,0,1.0,0,1.0,0,1,0.0,1,1.0,1.0,0,0,0.0,16500.0
26,9,2017,"Sector 7, HSR Layout",12.90746697,77.63296507,2.0,2,800,8.0,0,0.0,1.0,3.0,3,2,0,0.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,12000.0
25,5,2018,Munnekollal,12.9504156,77.7149396,2.0,2,1200,1.0,1,2.0,3.0,4.0,1,3,1,4.0,1.0,3,2.0,1,1,0,1,0,0.0,0,0.0,1,0.0,1,0,0.0,0,0.0,1.0,1,1,0.0,22000.0
27,6,2018,"Dodsworth Layout, Whitefield",12.96993769,77.74918031,2.0,4,1125,2.0,1,0.0,0.0,4.0,1,2,1,0.0,1.0,2,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,1,0.0,17750.0
1,5,2018,Jeevan Bima Nagar,12.96348681,77.65656864,1.0,2,400,0.0,1,0.0,2.0,2.0,3,2,0,1.0,1.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,10000.0
18,6,2018,Malleshwaram West,12.99886332,77.56564694,2.0,2,850,0.0,1,7.0,0.0,2.0,2,1,1,2.0,2.0,1,2.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,1,0,0.0,18000.0
14,7,2017,C V Raman Nagar,12.99275452,77.66466833,2.0,2,980,0.0,1,0.0,1.0,4.0,3,1,1,2.0,1.0,3,2.0,0,0,0,1,0,0.0,1,1.0,0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,17000.0
4,7,2018,Varthur,12.93951702,77.73066711,1.0,2,656,0.0,1,0.0,10.0,13.0,1,3,1,1.0,1.0,0,1.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,1,1.0,1,1.0,1.0,1,1,1.0,18000.0
12,6,2017,HSR Layout,12.90066011,77.64248857,2.0,2,900,0.0,1,0.0,0.0,2.0,3,1,0,2.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,18000.0
4,1,2018,Marathahalli,12.95988977,77.70168824,1.0,4,400,8.0,1,1.0,0.0,2.0,3,1,0,1.0,1.0,3,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1.0,0.0,0,0,0.0,11500.0
20,7,2017,Varthur,12.93951702,77.73066711,2.0,4,1012,0.0,1,0.0,10.0,13.0,1,2,1,2.0,1.0,3,2.0,1,1,1,0,0,1.0,0,1.0,0,0.0,1,1,1.0,1,1.0,1.0,0,1,0.0,21000.0
10,3,2017,Seshadripuram,12.98489932,77.57253679,3.0,2,1500,10.0,1,1.0,0.0,2.0,3,3,1,3.0,1.0,3,2.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,0,0.0,0,0.0,0.0,0,1,1.0,24000.0
6,2,2018,Ejipura,12.94053994,77.62736883,1.0,4,500,2.0,1,1.0,2.0,3.0,3,2,1,1.0,1.0,3,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,15000.0
30,1,2018,Vijaya Nagar,12.96901827,77.53526038,2.0,2,750,20.0,1,7.0,1.0,3.0,1,1,1,2.0,0.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,11000.0
19,3,2018,"Devarabisanahalli,Bellandur",12.9305106,77.6866996,3.0,4,1715,1.0,2,0.0,4.0,10.0,1,2,1,3.0,3.0,3,3.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,0,0.0,0,0.0,0.0,0,1,1.0,50000.0
25,5,2018,Whitefield,12.97615878,77.75817011,3.0,4,1330,0.0,1,0.0,4.0,5.0,1,2,0,2.0,3.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,1.0,1,1,0.0,1,1.0,1.0,0,1,1.0,20000.0
27,4,2018,Padmanabhanagar,12.91503348,77.55074567,2.0,2,650,2.0,1,0.0,1.0,3.0,1,2,1,2.0,1.0,3,1.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10500.0
18,3,2018,"Rainbow Drive,Halanayakanahalli",12.9098984,77.6857631,3.0,2,1918,2.0,2,1.0,13.0,14.0,1,3,0,6.0,2.0,3,3.0,1,1,1,1,0,1.0,0,1.0,1,0.0,1,1,1.0,1,1.0,1.0,1,1,1.0,42000.0
2,12,2018,Whitefield,12.9697999,77.7499467,2.0,4,1000,0.0,2,2.0,11.0,16.0,1,2,1,2.0,1.0,3,1.0,0,1,1,1,0,1.0,1,1.0,1,0.0,1,1,1.0,1,1.0,1.0,0,1,1.0,26000.0
11,11,2017,"Kasavanahalli, Bengaluru, Karnataka, India",12.9066841,77.6757011,2.0,4,1290,3.0,1,3.0,3.0,4.0,3,3,1,2.0,1.0,3,2.0,0,1,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,18500.0
28,7,2018,Koramangala,12.9365722,77.6236466,2.0,2,850,5.0,1,0.0,2.0,2.0,2,2,1,2.0,1.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,20000.0
16,2,2018,Hoodi,12.98550568,77.71232106,1.0,4,700,4.0,1,2.0,3.0,4.0,3,2,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,13500.0
6,7,2018,Indiranagar,12.96776996,77.64213403,2.0,2,1290,3.0,1,4.0,1.0,4.0,1,2,1,3.0,4.0,3,2.0,0,1,0,1,0,0.0,1,1.0,0,0.0,1,1,0.0,1,1.0,0.0,1,1,1.0,37000.0
22,5,2018,Krishnarajapura,12.99581161,77.71433243,3.0,2,1800,7.0,2,0.0,0.0,1.0,2,3,0,4.0,1.0,3,3.0,1,0,1,0,0,1.0,0,1.0,0,0.0,1,0,0.0,1,0.0,0.0,0,0,1.0,30000.0
20,1,2018,"JP Nagar Phase 6, Bengaluru, Karnataka, India",12.9000069,77.5777031,3.0,4,1960,14.0,1,1.0,4.0,4.0,1,2,0,3.0,4.0,2,3.0,1,1,1,0,0,0.0,1,1.0,0,0.0,1,0,0.0,0,1.0,0.0,0,0,1.0,28000.0
7,8,2018,Ulsoor,12.9827537,77.62456493,3.0,4,1050,8.0,1,1.0,0.0,1.0,2,1,1,3.0,1.0,3,2.0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,1,0.0,27000.0
5,10,2018,Kaggadasapura,12.96774274,77.66989962,2.0,4,800,0.0,1,0.0,1.0,1.0,3,2,1,2.0,1.0,1,2.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,15000.0
7,11,2018,Cox Town,12.99918707,77.62766586,3.0,2,1350,5.0,1,4.0,0.0,1.0,3,1,1,3.0,0.0,3,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,35000.0
4,8,2018,Vijaya Nagar,12.96726824,77.52270008,2.0,2,1000,7.0,1,7.0,4.0,4.0,1,2,1,2.0,1.0,1,2.0,0,1,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,0,0.0,0.0,0,0,0.0,15000.0
12,10,2017,"Victorian Meadows Layout, 31, Victorian Meadows Rd, Lakshmi Layout, Gandhi Nagar, Munnekollal, Bengaluru, Karnataka 560037, India,Bengaluru",12.95322462,77.71182854,3.0,4,1595,0.0,1,0.0,3.0,4.0,1,2,1,0.0,1.0,3,3.0,0,0,0,1,0,0.0,1,0.0,1,0.0,1,0,0.0,1,0.0,0.0,0,1,0.0,36000.0
1,3,2018,BTM 2nd Stage,12.90585523,77.60656661,2.0,2,1000,10.0,1,1.0,3.0,3.0,1,1,1,0.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,23000.0
5,1,2018,Basavanagara,12.9685305,77.68234405,1.0,2,400,10.0,1,1.0,2.0,2.0,3,2,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10000.0
5,3,2018,"B Narayanapura,Mahadevapura",12.9940356,77.6878606,2.0,4,1000,3.0,2,0.0,2.0,4.0,1,2,0,4.0,2.0,3,2.0,1,1,1,1,0,1.0,0,1.0,0,0.0,1,0,0.0,0,0.0,0.0,0,1,0.0,25000.0
29,7,2018,Wilson Garden,12.95114109,77.5991454,2.0,4,750,1.0,1,0.0,2.0,3.0,1,2,0,2.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,18000.0
23,9,2017,"Ambalipura, Harlur",12.9089926,77.6640634,3.0,2,1716,5.0,1,0.0,3.0,4.0,1,3,0,3.0,3.0,3,3.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,1,0.0,0,0.0,0.0,0,1,0.0,20000.0
21,7,2017,Munnekollal,12.9438046,77.7106396,2.0,2,1200,1.0,1,1.0,1.0,3.0,3,2,1,2.0,0.0,3,2.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,18000.0
3,2,2018,Koramangala,12.92777153,77.63003023,2.0,4,1240,13.0,1,1.0,0.0,0.0,2,1,1,2.0,0.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,1.0,0,0,0.0,35000.0
7,9,2017,Banashankari Stage I,12.95362494,77.54195431,3.0,4,1650,1.0,1,7.0,1.0,1.0,3,1,1,4.0,3.0,1,3.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,0,1.0,1,1.0,1.0,0,0,1.0,22500.0
3,11,2018,"Kundalahalli,Brookefield",12.96661325,77.72008538,2.0,4,1050,10.0,2,1.0,2.0,4.0,1,3,1,2.0,2.0,3,2.0,1,1,1,1,1,1.0,0,1.0,1,0.0,1,0,0.0,1,1.0,0.0,0,1,0.0,27000.0
16,7,2018,Uttarahalli,12.90635753,77.54572767,2.0,2,1000,3.0,1,0.0,2.0,5.0,1,2,0,2.0,1.0,3,2.0,0,1,0,0,0,0.0,0,1.0,0,0.0,1,0,0.0,1,0.0,0.0,0,1,0.0,12000.0
4,7,2018,Kodihalli,12.96075063,77.64373587,2.0,2,1000,10.0,1,0.0,1.0,1.0,3,2,1,2.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,25000.0
31,8,2017,Bellandur,12.9191511,77.68878946,3.0,2,2145,1.0,1,0.0,1.0,11.0,1,2,1,3.0,2.0,3,3.0,1,1,1,0,0,1.0,1,1.0,1,1.0,1,0,0.0,0,1.0,1.0,0,1,0.0,42000.0
7,11,2017,RR Nagar,12.9257687,77.52449135,3.0,4,1600,0.0,1,1.0,2.0,4.0,1,3,1,3.0,3.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,1,0.0,1,1.0,0.0,0,1,1.0,18000.0
19,4,2018,HSR Layout,12.917289,77.63203,2.0,2,1050,3.0,1,0.0,1.0,3.0,3,2,1,2.0,3.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,1.0,25000.0
20,6,2018,Bellandur,12.9193894,77.6697412,2.0,4,1049,13.0,1,0.0,1.0,4.0,1,2,1,3.0,2.0,3,2.0,1,1,0,1,0,1.0,1,1.0,0,0.0,1,0,0.0,1,1.0,0.0,0,1,1.0,23000.0
25,2,2018,Seshadripuram,12.99383319,77.57391155,1.0,4,500,0.0,1,1.0,0.0,2.0,3,2,1,2.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10000.0
10,9,2017,"Umarbagh Layout,Banashankari Temple Ward",12.9107319,77.5713452,2.0,2,1310,5.0,1,7.0,2.0,5.0,1,2,1,2.0,3.0,3,2.0,0,1,0,1,0,0.0,0,0.0,1,0.0,1,1,1.0,0,1.0,0.0,1,1,0.0,20000.0
12,8,2017,Padmanabhanagar,12.91322557,77.55435316,2.0,2,1140,16.0,1,1.0,8.0,13.0,1,2,1,2.0,1.0,3,2.0,1,1,1,1,0,1.0,0,1.0,1,0.0,1,0,1.0,1,0.0,0.0,0,0,0.0,20000.0
24,6,2018,"Nagarbhavi, Bengaluru",12.9599448,77.5082833,3.0,2,2000,3.0,1,1.0,1.0,4.0,3,2,1,4.0,0.0,2,4.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,21000.0
30,6,2018,Srinivasa Nagar,12.93802267,77.5569025,2.0,4,750,10.0,1,1.0,1.0,2.0,3,1,1,2.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,11000.0
7,5,2018,"Immadihalli,Whitefield",12.9696546,77.7629819,3.0,2,1560,0.0,1,0.0,1.0,4.0,1,3,1,7.0,2.0,2,3.0,0,1,1,1,0,1.0,1,1.0,0,0.0,1,0,0.0,0,1.0,1.0,1,1,0.0,26000.0
16,2,2018,Rajarajeshwari Nagar,12.92204857,77.52345276,2.0,2,1195,1.0,1,0.0,2.0,5.0,1,2,1,2.0,1.0,3,2.0,1,1,1,0,0,0.0,0,1.0,0,0.0,1,0,0.0,0,0.0,1.0,0,1,0.0,14000.0
1,5,2018,Murgesh Pallya,12.95353437,77.65253681,1.0,4,700,5.0,1,0.0,0.0,3.0,3,3,0,2.0,1.0,0,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,1.0,0.0,0,0,0.0,13500.0
3,11,2018,Banashankari 3rd Stage,12.92759552,77.56038067,2.0,2,1150,8.0,1,0.0,1.0,2.0,2,2,1,4.0,1.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0,1,0.0,16000.0
26,6,2018,HSR Layout,12.90787653,77.64475018,2.0,2,650,3.0,1,4.0,1.0,4.0,2,1,0,2.0,2.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,22000.0
2,3,2018,Murugeshpalya,12.95483647,77.65022588,2.0,2,1030,13.0,1,1.0,0.0,3.0,1,2,0,2.0,0.0,2,2.0,0,1,0,1,0,0.0,0,1.0,1,0.0,1,1,0.0,1,0.0,0.0,0,1,1.0,20000.0
7,3,2018,JP Nagar,12.91646064,77.57962794,3.0,3,1900,5.0,1,6.0,1.0,3.0,2,1,1,4.0,2.0,1,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,25000.0
3,4,2018,BTM Layout,12.91777227,77.6107398,1.0,4,600,8.0,1,0.0,2.0,2.0,3,1,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,8500.0
1,4,2018,HSR Layout,12.90258123,77.63981764,2.0,2,750,4.0,1,0.0,2.0,3.0,3,2,1,2.0,1.0,1,1.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,0,1.0,1,0.0,0.0,0,0,0.0,14000.0
17,6,2018,Mahadevapura,12.99018751,77.68489245,2.0,4,1100,1.0,1,0.0,0.0,2.0,3,1,1,2.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,16000.0
21,11,2017,Koramangala,12.92846142,77.63279331,6.0,4,400,5.0,1,1.0,3.0,3.0,3,1,0,1.0,1.0,1,1.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,12000.0
30,6,2018,Kadugodi,12.99716646,77.76293116,2.0,2,900,1.0,1,0.0,3.0,3.0,1,2,0,2.0,1.0,3,2.0,1,1,1,0,0,1.0,1,0.0,1,0.0,1,0,0.0,1,1.0,1.0,0,1,1.0,25000.0
27,7,2018,BTM 2nd Stage,12.90997028,77.61018989,6.0,4,200,10.0,1,0.0,3.0,3.0,3,1,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,1.0,8000.0
31,12,2017,Whitefield Hope Farm Junction,12.97999954,77.73999786,2.0,2,1275,2.0,1,3.0,2.0,3.0,1,3,1,2.0,1.0,0,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,1,0.0,1,1.0,1.0,0,1,1.0,20000.0
3,10,2018,Mahadevapura,12.99234658,77.67994612,2.0,2,1050,5.0,1,1.0,0.0,2.0,3,2,0,2.0,0.0,0,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,18000.0
9,1,2017,Jaya Nagar 9th Block,12.91823152,77.59154055,2.0,2,1000,7.0,1,1.0,0.0,2.0,3,1,1,3.0,0.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,20000.0
12,8,2017,Kamaksipalya,12.98486619,77.5277945,2.0,2,600,6.0,1,0.0,1.0,2.0,3,2,1,2.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,8000.0
29,6,2018,BTM Layout,12.91643834,77.60678317,3.0,4,1400,10.0,1,7.0,1.0,1.0,3,1,0,3.0,3.0,3,3.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,20000.0
11,3,2017,Banashankari,12.92293138,77.55973038,2.0,4,950,15.0,1,7.0,0.0,1.0,2,1,1,2.0,0.0,3,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,0,0.0,18000.0
7,9,2018,Ulsoor,12.98275174,77.62465813,3.0,4,1200,5.0,1,0.0,0.0,4.0,2,2,1,3.0,0.0,1,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,14000.0
7,5,2018,Jagadenahalli,12.91337299,77.87158966,4.0,4,3200,3.0,1,2.0,0.0,1.0,1,2,1,4.0,2.0,3,4.0,1,0,1,1,0,1.0,0,0.0,1,1.0,1,1,0.0,1,0.0,1.0,0,1,1.0,25000.0
17,6,2018,"Kundalahalli,Whitefield",12.9661682,77.7247772,2.0,2,1050,0.0,1,2.0,5.0,16.0,1,3,1,2.0,1.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,1,1.0,1,1.0,1.0,1,1,1.0,27000.0
16,8,2017,Jayanagar,12.93908925,77.58587546,1.0,2,900,3.0,1,4.0,1.0,2.0,3,1,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,12000.0
20,7,2018,HSR Layout,12.9134307,77.63750252,2.0,4,600,5.0,1,1.0,2.0,2.0,2,1,1,1.0,1.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,15000.0
15,6,2018,Jayanagar,12.93314167,77.58760751,1.0,4,500,3.0,2,0.0,2.0,4.0,1,1,0,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,0,1.0,0,0.0,0.0,0,1,0.0,15000.0
5,4,2018,JP Nagar 4th Phase,12.90631982,77.59804942,1.0,2,450,6.0,1,0.0,0.0,3.0,3,1,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,11000.0
16,7,2017,"HSR Layout, Sector 1",12.91419935,77.6514284,2.0,2,900,1.0,1,0.0,2.0,4.0,3,2,0,3.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,0,0.0,30000.0
20,7,2018,Banashankari,12.93435995,77.56064614,3.0,2,1300,5.0,1,0.0,0.0,1.0,2,2,1,3.0,0.0,3,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,22000.0
16,5,2018,Whitefield,12.97534465,77.75765282,2.0,2,1255,1.0,1,0.0,1.0,5.0,1,3,1,3.0,1.0,3,2.0,1,1,0,0,0,1.0,1,0.0,0,0.0,1,0,0.0,0,0.0,1.0,0,1,0.0,20000.0
5,5,2018,Rajaji Nagar,12.98416409,77.55468179,2.0,2,1100,4.0,1,1.0,3.0,3.0,3,2,1,4.0,1.0,3,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,1.0,0,1.0,0.0,0,0,0.0,23000.0
19,10,2017,"Javarandoddi,RR Nagar",12.9284071,77.5160284,2.0,4,800,6.0,1,4.0,1.0,4.0,1,2,1,2.0,1.0,3,2.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,1.0,0,1,1.0,15000.0
20,4,2018,Doddakannelli,12.92056527,77.69590701,3.0,2,1730,0.0,2,0.0,7.0,11.0,1,3,0,3.0,2.0,3,3.0,1,1,1,1,0,1.0,1,1.0,0,0.0,1,1,0.0,1,0.0,0.0,1,1,0.0,45000.0
12,4,2017,"Nallurhalli,Whitefield",12.968408,77.733105,3.0,4,1601,0.0,1,7.0,10.0,11.0,1,2,1,3.0,4.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,0,0.0,1,1.0,1.0,1,1,1.0,32000.0
4,11,2018,Koramangala,12.92132044,77.6318549,2.0,4,1000,10.0,0,0.0,0.0,1.0,3,2,0,0.0,0.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,23000.0
6,8,2018,Doddakannelli,12.90807096,77.68911027,3.0,2,1350,3.0,1,7.0,4.0,5.0,1,3,1,3.0,4.0,3,2.0,0,1,0,0,0,0.0,0,1.0,0,0.0,1,0,0.0,0,0.0,0.0,1,1,0.0,25000.0
18,6,2018,Madipakkam,12.96423824,80.20446802,2.0,4,750,4.0,1,0.0,2.0,2.0,3,2,0,2.0,0.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,10000.0
18,6,2018,"Ambalipura,Harlur",12.910086,77.6673391,3.0,2,1378,1.0,1,1.0,0.0,3.0,1,3,0,4.0,2.0,3,2.0,1,1,0,1,0,1.0,1,0.0,0,0.0,1,0,0.0,0,0.0,1.0,0,1,1.0,30000.0
22,3,2018,Mahadevapura,12.99667,77.6695291,2.0,4,750,14.0,1,0.0,0.0,2.0,3,1,1,1.0,0.0,3,1.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,9500.0
7,2,2017,"Whitefield, Vijayanagar",12.9744581,77.75609856,2.0,4,800,1.0,1,7.0,3.0,3.0,3,1,1,1.0,1.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,1.0,0,1,0.0,1,0.0,0.0,0,0,0.0,11000.0
2,6,2018,"1st Sector, HSR Layout",12.91981016,77.64691063,2.0,4,1000,1.0,1,1.0,2.0,2.0,3,1,1,1.0,0.0,0,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,17500.0
15,10,2017,Hsr Layout,12.90867305,77.64122522,3.0,4,1300,5.0,1,0.0,0.0,3.0,3,1,1,5.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,22000.0
26,5,2018,Basavanagara,12.96594418,77.68009269,2.0,4,1200,5.0,1,7.0,2.0,2.0,3,2,1,4.0,2.0,0,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,18000.0
14,5,2018,Rajaji Nagar,12.99671173,77.55905261,3.0,2,1000,8.0,1,1.0,1.0,2.0,3,2,0,4.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,13000.0
20,10,2017,"Doddakannelli, 463, Carmelaram Road, Janatha Colony, Bengaluru, Karnataka 560035, India",12.9040561,77.7043064,2.0,4,1339,1.0,1,1.0,10.0,13.0,1,3,1,5.0,2.0,3,2.0,1,1,1,1,0,0.0,1,0.0,1,0.0,1,0,0.0,1,0.0,0.0,0,1,0.0,28000.0
13,1,2018,Malleshwaram,12.99727013,77.57379638,2.0,2,800,6.0,1,7.0,0.0,1.0,2,2,1,2.0,1.0,1,2.0,1,0,1,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,1,0,0.0,16000.0
5,8,2018,Gnana Bharathi,12.93264966,77.50313723,2.0,2,1400,7.0,1,1.0,1.0,1.0,3,2,1,2.0,2.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,1,0.0,15000.0
